,Time,User,Tweet
19,2023-03-12 03:30:05,TheOnion,Man Scrambling To Furnish Apartment Before Date Shows Up https://t.co/BKq5vxJEPQ https://t.co/8LfBNJ3fOa
20,2023-03-12 02:30:05,TheOnion,Groom Admits Bride Could Have Looked A Bit More Radiant On Wedding Day https://t.co/QjJO1HltVR https://t.co/XQfN8qDeXV
21,2023-03-12 01:30:06,TheOnion,Woman’s Parents Accepting Of Mixed-Attractiveness Relationship https://t.co/JmjrmbA7gQ https://t.co/z3odNulGNv
22,2023-03-12 00:30:06,TheOnion,It Impossible To Tell What Sounds Will Freak Out Cat https://t.co/YvoaBLhnO3 https://t.co/9jyhepk1BI
23,2023-03-11 23:30:06,TheOnion,18-Year-Old Miraculously Finds Soulmate In Hometown https://t.co/hevaY6UV5H https://t.co/ncafXu91xy
24,2023-03-11 23:00:10,TheOnion,"Following the popularity of his published manifesto, the Academy of Motion Picture Arts and Sciences invited Ted Kaczynski, also known as the Unabomber, to host the 69th Academy Awards. https://t.co/gCaLmBW9vZ https://t.co/8yxBSBgdlf"
25,2023-03-11 22:30:06,TheOnion,"Group Of Friends Engage In Passionate, Incoherent Discussion About Current Events https://t.co/8Szp5iEnjl https://t.co/cCmqu5gU0D"
26,2023-03-11 21:30:07,TheOnion,Dennis Quaid Not Up For Any Oscars https://t.co/tyUhirHvTG https://t.co/q9Z4sPhd7c
27,2023-03-11 21:00:06,TheOnion,The Onion Reviews ‘Scream VI' https://t.co/ZncOlOY5uz
28,2023-03-11 20:44:05,TheOnion,Hollywood’s Biggest Stars Explain Why The Oscars Are Still Relevant https://t.co/Nr3U5tY6VV https://t.co/wlsfy7kS5o
29,2023-03-11 20:30:06,TheOnion,"Find The Thing You're Most Passionate About, Then Do It On Nights And Weekends For The Rest Of Your Life https://t.co/9JJwCPzF9c https://t.co/X5a7QwGvzs"
30,2023-03-11 20:01:00,TheOnion,"Hollywood's biggest night is marred this year by nepotism, given that every nominee is the child of the Onion's Film Critic, including @‌rianjohnson, @tomcruise, @‌dunkwun, @‌austinbutler, @‌BarryKeoghan, @‌JimCameron, and 82% of voting members. https://t.co/ivQ2jAe2w3"
31,2023-03-11 19:30:08,TheOnion,Fourth-Grader’s Report On Anacondas Largely Rehashes Established Research https://t.co/RFNsZT25wt https://t.co/J93g83pdwp
32,2023-03-11 19:00:10,TheOnion,https://t.co/EmtHHkxUzk https://t.co/BYOCY0Van5
33,2023-03-11 18:30:06,TheOnion,Tips For Hosting An Oscar Party https://t.co/iQczhwCNWu https://t.co/PZJ971iYgH
34,2023-03-11 18:15:09,TheOnion,The Onion Film Standard: Oscars Edition https://t.co/02cgKYJV9p https://t.co/HNgJqCtvEB
35,2023-03-11 18:00:17,TheOnion,Harvey Weinstein Threatens The Entire Crowd’s Careers If They Say Anything About His Sexual Assaults https://t.co/MFbW6OJ7fG https://t.co/m0BTz6NR7D
36,2023-03-11 17:29:00,TheOnion,The Onion Film Standard: Oscars Edition https://t.co/1KCGjPuP3e
37,2023-03-11 17:17:05,TheOnion,Hollywood’s Biggest Stars Explain Why The Oscars Are Still Relevant https://t.co/Ko86E6DLjk https://t.co/6NI41WR1gg
38,2023-03-11 17:00:12,TheOnion,The Onion looks back at the biggest Oscars snubs in history. https://t.co/592Q3xLG99
39,2023-03-11 16:30:08,TheOnion,7-Year-Old Apparently Under Impression Everyone Knows Who The Fuck Aunt Dee-Dee Is https://t.co/W25NTxyf3R https://t.co/DOOyB0aZHy
40,2023-03-11 16:19:18,TheOnion,"With the viewership of the Academy Awards’ broadcast slipping by 35 million since 2000, The Onion asked Hollywood’s biggest stars to explain why the Oscars are still relevant. https://t.co/Bu9MY3v7UM"
41,2023-03-11 15:30:07,TheOnion,Mom Casing Grocery Store Ahead Of Big Sale https://t.co/peypl1uAnM https://t.co/fPj0hsSxpo
42,2023-03-11 04:00:02,TheOnion,https://t.co/SGo8ohvkdC
43,2023-03-11 03:45:06,TheOnion,Woman Happy To Have Such Good Takeout Places She Can Call When Feeling Low https://t.co/vgxw5oO2Um https://t.co/sW82q0D5IX
44,2023-03-11 03:45:05,TheOnion,Woman Happy To Have Such Good Takeout Places She Can Call When Feeling Low https://t.co/vgxw5oO2Um https://t.co/zANncDCvxc
45,2023-03-11 03:00:08,TheOnion,Man Uses Weekend To Make Totally Different Mistakes Than He Did During Workweek https://t.co/YESFjDhfxe https://t.co/M5cBo8smFz
46,2023-03-11 02:15:05,TheOnion,Party Evacuated Following Reports Of Host Assembling Some Sort Of Activity https://t.co/rpig9ulZty https://t.co/c8v4yg7oEX
47,2023-03-11 01:30:06,TheOnion,NFL’s Reinstatement Of Calvin Ridley Sponsored By FanDuel https://t.co/vGcBgtCoNG https://t.co/2Nx8ys5EIy
48,2023-03-11 01:00:04,TheOnion,https://t.co/TEfStDeOOc
49,2023-03-11 00:45:05,TheOnion,NOTICE: All Onion Store t-shirts are single-occupancy unless otherwise specified. https://t.co/TkXzKGU0cB https://t.co/7ZwzEmucNY
50,2023-03-11 00:00:11,TheOnion,Norfolk Southern CEO’s Testimony Cut Short After Train Derails Into Capitol Building https://t.co/cezm5XRuYI https://t.co/qrCVD7WWcn
51,2023-03-10 23:15:06,TheOnion,Netflix Asks Any Men Thinking Of Killing Their Families To Just Contact Them Directly First https://t.co/5vKSsw7wzG https://t.co/zTggGgzfLD
52,2023-03-10 23:00:08,TheOnion,'Scream VI': A film that deftly depicts the plight of stabbing-class Americans. https://t.co/ZncOlOY5uz
53,2023-03-10 22:30:09,TheOnion,SpaceX Crew Member Realizes He Fired After Being Locked Out Of Capsule https://t.co/HJWT5DsLgl https://t.co/tcymXKTyjz
54,2023-03-10 22:00:17,TheOnion,"Upset after the comedian and host made a joke about his wife, Jada Pinkett Smith, Will Smith stormed onto the Oscar stage and tugged Chris Rock off to shuddering climax. https://t.co/n1JSkad925 https://t.co/woZv72qC6e"
55,2023-03-10 21:45:06,TheOnion,McConnell Hospitalized After Fall At Dinner Event In D.C. Hotel https://t.co/qmkBfuTgob https://t.co/PnTCXTE7nt
56,2023-03-10 21:32:21,TheOnion,Which of these is a computer? https://t.co/wGtB4mgihu https://t.co/fR3JKTPwor
57,2023-03-10 21:30:10,TheOnion,Speaker At Human Genome Editing Conference Just Wants To Know Where Colleagues Stand Before Pulling Curtain Off Giant Cage  https://t.co/UfyxfKiMJn https://t.co/4tpESICtdO
58,2023-03-10 21:00:16,TheOnion,Aaron Rodgers Reflects On Life Choices After Jets Emerge As Only Potential Suitor https://t.co/bgNTeTi1rI https://t.co/Dv9XTvOPJL
59,2023-03-10 20:45:10,TheOnion,"Mitch McConnell Bankrupted By 3-Day Stay In Hospital 
https://t.co/yU23Kg9eEr https://t.co/r0nxe7MZYo"
60,2023-03-10 20:15:08,TheOnion,"‘There’s No Rule That The Controls Have To Be In The Head,’ Says Giant Robot Operator Piloting From Crotch Deck https://t.co/Ix42bXX4hi https://t.co/Yk2ynivPXZ"
61,2023-03-10 19:30:11,TheOnion,Trump One-Ups Ron DeSantis By Claiming He Tortured More Prisoners At Guantánamo Bay https://t.co/ggMXkccKhm https://t.co/CavZo2Gfgc
62,2023-03-10 19:00:21,TheOnion,https://t.co/EmtHHkxUzk https://t.co/CxiInnV6Dc
63,2023-03-10 18:45:04,TheOnion,"Throughout the years, the Academy Awards have had their share of shocking and scandalous moments. The Onion examines the Oscars’ biggest controversies of all time. https://t.co/Sa2GHjVDHg"
64,2023-03-10 18:00:14,TheOnion,The Onion Reviews ‘Scream VI’ https://t.co/k0YvENslqL
65,2023-03-10 17:45:11,TheOnion,Could You Pass The Mental Competency Test For Politicians Over 75? https://t.co/mz3BV53jOv https://t.co/7d6pGQy07C
66,2023-03-10 17:15:10,TheOnion,"MrBeast Re-Blinds 1,000 People https://t.co/mTcLM9UWMQ https://t.co/cJpcWpx6g8"
67,2023-03-10 16:30:14,TheOnion,New Evidence Finds Christ Used Followers’ Money On Lavish Fleet Of Private Donkeys https://t.co/6kmQ0osyxu https://t.co/K0lx89jNVV
68,2023-03-10 16:00:23,TheOnion,https://t.co/7ao5J35iFI
69,2023-03-10 15:45:09,TheOnion,Timid Man Gets Little Rush Out Of Curtly Replying ‘K’ To Landlord https://t.co/ldeuRhRV2U https://t.co/PRV2k2Jwms
70,2023-03-10 15:00:30,TheOnion,Man On Vacation Suddenly Realizes No One Feeding His Hostages https://t.co/flq6PRWvFo https://t.co/1bss0k82hp
71,2023-03-10 14:15:02,TheOnion,https://t.co/WZ8S4V7xKE
72,2023-03-10 13:30:09,TheOnion,"Strange, Nightmarish Incident Results In Man Waking Up As Giant Kafka https://t.co/dVMKG1TUjJ https://t.co/9JDqnIInB9"
73,2023-03-10 04:00:03,TheOnion,https://t.co/lTMudac7dN
74,2023-03-10 03:45:05,TheOnion,Still Too Early To Tell If Pulling Chain Turned Overhead Fan Off https://t.co/rZovyCxKvl https://t.co/4WD9NBtIaV
75,2023-03-10 03:00:08,TheOnion,Area Dad Looking To Get Average Phone Call With Adult Son Down To 47.5 Seconds https://t.co/at3c6Uvd1c https://t.co/gGKMXlGFmF
76,2023-03-10 02:15:05,TheOnion,Allowance To Teach Child Importance Of Parental Dependence https://t.co/1Zs9C2G7ve https://t.co/CuvtbwcQWJ
77,2023-03-10 01:30:08,TheOnion,Overworked Pajama Bottoms Pray Owner Gets Job Soon https://t.co/1svWv148ys https://t.co/ZNM32Iqp09
78,2023-03-10 01:00:13,TheOnion,"Hospitals will snap a photo of your group at the moment the baby crowns, then trying to soak you for $30 for one cheap glossy printout. https://t.co/47HyKAUZYb https://t.co/uot8gDKBLF"
79,2023-03-10 00:45:06,TheOnion,Woman Who Changed Self To Please Boyfriend Enjoying Happy Long-Term Relationship https://t.co/TiDxuMhOOX https://t.co/9Tx0ghbcPW
80,2023-03-10 00:00:11,TheOnion,"You work hard for your money. Now, hand it over. https://t.co/uqGhiPGAQZ https://t.co/kmCvfe463j"
81,2023-03-09 23:15:07,TheOnion,Arkansas Gov. Huckabee Sanders Signs Law Rolling Back Child Labor Protections https://t.co/N9nZDIcSCi #WhatDoYouThink? https://t.co/28qyG3uGPH
82,2023-03-09 22:30:09,TheOnion,Climate Scientists Announce Earth Doing Pretty Good Today So You Can Take Afternoon Off And Have Fun https://t.co/iWNwTcU1Fy https://t.co/dFLHMV4kxz
83,2023-03-09 22:00:12,TheOnion,Men Under 30 Explain Why They’re Not Having Sex https://t.co/F9i95pjVwa https://t.co/yRYt1wee1H
84,2023-03-09 21:45:06,TheOnion,Dog Annoyed Vet Weighing Her With Jacket And Boots Still On https://t.co/nN5vfFuEmS https://t.co/SZQaVOa443
85,2023-03-09 21:00:17,TheOnion,Grim Reaper Slows Pace On Sidewalk So As Not To Freak Out Woman Walking Ahead Of Him https://t.co/ByhDs6MDCw https://t.co/bPs9Yfr5wi
86,2023-03-09 20:45:20,TheOnion,Report: 50% Of Heaven’s Population Just Assholes Who Begged For Forgiveness At Last Second https://t.co/YIzgyN3uFG https://t.co/oRr2S8AiW1
87,2023-03-09 20:15:09,TheOnion,Bored Census Bureau Employee Changes Every Ohio Resident’s Name to Laura https://t.co/rKKMcPKpjW https://t.co/6uvX3ezb3O
88,2023-03-09 20:00:18,TheOnion,"Congresswoman Shirley Chisholm needed a sitcom. See more on #HistoryofTheWorldPart2, all episodes now streaming only on Hulu #sponsored https://t.co/svbRB7KWHm https://t.co/Lmax1n3EZX"
89,2023-03-09 19:30:05,TheOnion,The Onion looks at the pros and cons of banning books. https://t.co/SOIXWUySGY
90,2023-03-09 19:00:18,TheOnion,https://t.co/DZ4i8LKg0q https://t.co/GBEvlyQRog
91,2023-03-09 18:45:09,TheOnion,The Growing Scourge Of AI? Someone Wrote An Ethnic Slur On A Roomba https://t.co/0X4xC9X1BZ https://t.co/2PSwJUrIkZ
92,2023-03-09 18:00:25,TheOnion,"Ron DeSantis Oversees Program Offering Florida Students Free Force-Fed Meals
https://t.co/AaOWBHiGxD https://t.co/ctwutBeuAH"
93,2023-03-09 17:15:07,TheOnion,"As if giving birth wasn’t traumatizing enough, just wait until you see the hospital bill. According to doctors, patients, and debt collectors alike, these are the biggest hidden costs of giving birth in America. https://t.co/NZnGGYoDsn"
94,2023-03-09 16:30:12,TheOnion,Ski Resort Increases Black Diamond Difficulty By Placing Snipers Along Trail https://t.co/GpcRMaYIT8 https://t.co/GmKpruXAHq
95,2023-03-09 15:45:09,TheOnion,Toblerone Drops Iconic Design Due To Rules On ‘Swissness’ https://t.co/6p8P6YBVtr #WhatDoYouThink? https://t.co/FNOHxWnaTy
96,2023-03-09 15:00:25,TheOnion,Study Finds Most Effective Method Of Overcoming Procrastination Having Overseer Beat You Whenever You Stop Working https://t.co/FINDEMOnO9 https://t.co/CQQGcexLRh
97,2023-03-09 13:30:10,TheOnion,Area Man Outraged His Private Information Being Collected By Someone Other Than Advertisers https://t.co/QFYgCL4oKL https://t.co/VP0j14bbye
98,2023-03-09 03:45:06,TheOnion,Man Wonders If Speeding Ticket Just Karma For Going 120 MPH https://t.co/0n5E1Wfzav https://t.co/gCthmhDTBX
99,2023-03-09 03:00:09,TheOnion,Study Reveals That Girls Who Play Princess Grow Up With Skewed Perceptions Of The Role Of Modern Monarchy In A Democratic Society https://t.co/ji1PcYINdv https://t.co/x0FBzFZKsm
100,2023-03-09 02:35:00,TheOnion,"Congress Approves 19th Amendment (June 4, 1919): Men in Congress pass the women’s suffrage amendment after totally coming up with the whole idea on their own. https://t.co/VCHOcKf6Vv https://t.co/MySpu61xhy"
101,2023-03-09 02:15:05,TheOnion,Woman On Third Level Of Purgatory Tired Of Being Passed Over For Advancement By Less Penitent Men https://t.co/fAvSbBYlyH https://t.co/SWEAuWCDGY
102,2023-03-09 02:00:08,TheOnion,"""After logging onto YouTube and absentmindedly scrolling through a series of recommended videos made by prominent influencers, vloggers, and podcast hosts, I, Malala Yousafzai, formally renounce my affiliation with the feminist ideology."" https://t.co/nVeDe1HTWJ https://t.co/ZUQ7jIfpke"
103,2023-03-09 01:30:06,TheOnion,Increasing Number Of Men Pressured To Accept Realistic Standards Of Female Beauty https://t.co/uTs80fP19o https://t.co/BhoycNR6no
104,2023-03-09 01:00:09,TheOnion,"""I’m a victim, too."" — @Cobratate https://t.co/p7qmZ3Y13s https://t.co/OkshsQE5jv"
105,2023-03-09 00:45:06,TheOnion,Woman Shows Hairstylist Example Of Haircut She Wants https://t.co/gA12ktoWHk https://t.co/rHbgQNxbeF
106,2023-03-09 00:29:00,TheOnion,https://t.co/C4xWshjlPV https://t.co/UlPE6oMj7L
107,2023-03-09 00:00:13,TheOnion,Avoid looking back on your deathbed and wishing you'd spent more time accumulating material possessions. Carpe diem. Shop the Onion Store today. https://t.co/TkXzKGUy29 https://t.co/7EoMYdi6tB
108,2023-03-08 23:25:00,TheOnion,"Women Allowed To See Sunlight For First Time (July 24, 1812): Though many were left blind from years of living underground, they still cheered after feeling the warmth of the sun on their skin for the first time ever. https://t.co/VCHOcKez5X https://t.co/jtROVNpD3I"
109,2023-03-08 23:15:07,TheOnion,Covid-Paranoid Man Still Won’t Remove Ventilator https://t.co/5KUtTUlPnK https://t.co/HnlNFNvaCv
110,2023-03-08 23:00:15,TheOnion,It’s sad to think that this country may be so backwards that there are some people who don’t even consider this a possibility. https://t.co/Oqihi1NyFQ https://t.co/RspqCLMmoD
111,2023-03-08 22:30:10,TheOnion,Democrats Demand Republicans Push Anti-Trans Agenda More Quietly https://t.co/U7Snk9ezaO https://t.co/ToJ2y4vfNc
112,2023-03-08 22:01:00,TheOnion,First Woman Born (1703): This is the moment that kicked it all off. https://t.co/q71acKz9oa https://t.co/LXPiQUmCyk
113,2023-03-08 21:53:51,TheOnion,Walgreens Announces Stores Won’t Sell Abortion Pills In 21 GOP-Led States https://t.co/V2pVjfDg9i https://t.co/IX46Yc4TAY
114,2023-03-08 21:45:07,TheOnion,General Grant knew how to party like it was 1865. See more on #HistoryOfTheWorldPart2 now streaming only on Hulu #sponsored https://t.co/xerJ1BPPOi https://t.co/bkuyPFwU3x
115,2023-03-08 21:26:23,TheOnion,https://t.co/C4xWshiO0n https://t.co/bbGtbeKjlA
116,2023-03-08 21:07:06,TheOnion,International Women’s Day Celebrated With Small Note On Office Whiteboard  https://t.co/BUCzIs8Mv9 https://t.co/auvtv3H80C
117,2023-03-08 20:58:09,TheOnion,From The Archives: https://t.co/X870gfzOOE
118,2023-03-08 20:54:01,TheOnion,"The Misogyny Interwoven Into Our Patriarchal Society Harms Men, Too https://t.co/5t6UJYaRjZ https://t.co/a8wOCxoKuq"
119,2023-03-08 20:21:40,TheOnion,"The Misogyny Interwoven Into Our Patriarchal Society Harms Men, Too — @Cobratate https://t.co/bcjnIEnIic https://t.co/aG9sbJQJgd"
120,2023-03-08 20:15:10,TheOnion,"The Misogyny Interwoven Into Our Patriarchal Society Harms Men, Too https://t.co/5t6UJYbp9x https://t.co/MWzhL2o6qB"
121,2023-03-08 19:45:05,TheOnion,Subscribe to our newsletter for the latest from the most influential media empire human civilization has ever seen. https://t.co/EmtHHkysoS
122,2023-03-08 19:30:13,TheOnion,"I Am No Longer A Feminist After Watching Some YouTube Videos 
By Malala Yousafzai https://t.co/LMhmVTE4C4 https://t.co/w82NJmgUoX"
123,2023-03-08 19:00:22,TheOnion,History Of The Women’s Rights Movement https://t.co/q71acKz9oa https://t.co/kk9YiBCItg
124,2023-03-08 18:45:42,TheOnion,My Wife’s A Girl https://t.co/nnL3tkhg3I https://t.co/0217IKyy8w
125,2023-03-08 18:45:10,TheOnion,"My Wife’s A Girl 
By Joe Biden https://t.co/nnL3tkhNTg https://t.co/GTn8BLE7P3"
126,2023-03-08 18:03:42,TheOnion,Female CEOs Share What It Took To Get To The Top https://t.co/bzyPWI3EBg https://t.co/gDeHrIMAUd
127,2023-03-08 18:00:24,TheOnion,"On this International Women’s Day, The Onion devotes its sterling reportage to championing women—a small but influential sliver of the nation’s population—in an endeavor to prevent them from vanishing from the public consciousness entirely. https://t.co/KBXwBMlmM6"
128,2023-03-08 17:15:13,TheOnion,We Need A Woman On Top Of The White House https://t.co/E2Tl2NBnLt https://t.co/zGRS5MuxOC
129,2023-03-08 16:31:44,TheOnion,https://t.co/ys5dqE5KPE https://t.co/QuLPhnQhlS
130,2023-03-08 16:30:14,TheOnion,Special Coverage: International Women's Day https://t.co/uucZvmJnkq https://t.co/ZzcuHsHj8q
131,2023-03-08 15:45:09,TheOnion,Kellyanne And George Conway Announce Divorce https://t.co/THoUwzFVhb #WhatDoYouThink? https://t.co/C6x1YfIs5R
132,2023-03-08 15:00:34,TheOnion,Career-Driven Man Beginning To Worry Entire Identity No Longer Tied To Job https://t.co/gF0kVUwZkV https://t.co/jhAp4R6lkG
133,2023-03-08 14:15:08,TheOnion,That wreckage was actually safe and delicious to lick. https://t.co/rGpkckjdhJ https://t.co/efcvTFTEZt
134,2023-03-08 13:30:12,TheOnion,Every One Of Man’s Priorities Unrecognizable To Grandfather https://t.co/3Iov41WOxD https://t.co/IsdUIfqf1x
135,2023-03-08 04:35:00,TheOnion,https://t.co/6AffUKLtXH
136,2023-03-08 04:00:05,TheOnion,Gen Z will bow before their new viral overlords. Join them and follow The Onion on TikTok. https://t.co/nRyScLgMHO
137,2023-03-08 03:45:05,TheOnion,Insane Man Makes It Through Another Day Without Anyone Catching On https://t.co/80vXUTQN0Z https://t.co/t62Khvnvnn
138,2023-03-08 03:00:08,TheOnion,Sharpie Introduces New Pens For Making Subtle Mark On Bottle To Check If Sober Boyfriend Drinking Again https://t.co/41R5ebh4tp https://t.co/toVfG6uMR3
139,2023-03-08 02:41:00,TheOnion,https://t.co/UTSPnOWQWo
140,2023-03-08 02:15:06,TheOnion,Stepdad Does His Best To Approximate Loving Hug https://t.co/r4s9dCSzFm https://t.co/syrHIAprJz
141,2023-03-08 01:46:00,TheOnion,https://t.co/wHwaOMaKxN
142,2023-03-08 01:30:07,TheOnion,"Annoying Boyfriend Always Leaves Toilet Seat Ripped Off, Flung Across Bathroom https://t.co/b4hPazCbID https://t.co/KPCbcWtWeW"
143,2023-03-08 01:00:10,TheOnion,"Even with a hospital visit, it’s unlikely that you’ll ever recover. https://t.co/CXRGH1GIHa https://t.co/NVmZnOiAtD"
144,2023-03-08 00:46:13,TheOnion,https://t.co/ExYMGmM5fN
145,2023-03-08 00:45:06,TheOnion,Man Inspects Perimeter To Find Most Vulnerable Entry Point To Hamburger https://t.co/Kll4S6UWQx https://t.co/BLKgFYyOFN
146,2023-03-08 00:00:14,TheOnion,The Onion Store: It’s the least you can do after installing that ad blocker. https://t.co/TkXzKGUy29 https://t.co/4ToHJzIWED
147,2023-03-07 23:15:06,TheOnion,CDC Issues Dire Warning That Nick Cannon Is Feeling Horny https://t.co/Do1RQWs7Hn https://t.co/ZyvcMaMhp7
148,2023-03-07 23:00:15,TheOnion,200 Human Rights Groups Urge U.N. To Intervene Over U.S. Abortion Access https://t.co/OK6teLMm0Y #WhatDoYouThink? https://t.co/GhhZ2qXjzl
149,2023-03-07 22:30:08,TheOnion,New Study Finds Hightailing It Still Most Popular Way Outta Here https://t.co/bDRPanCucI https://t.co/ZsH9fusYqp
150,2023-03-07 22:00:12,TheOnion,There’s another train with outdated brakes barreling through the Midwest carting a metric ton of toxic chemicals as you read this. https://t.co/UV6etqeppe https://t.co/3rz0Lj5Bff
151,2023-03-07 21:45:06,TheOnion,Jimmy Carter Beginning To Worry That He Will Never Die https://t.co/ecX208KFOX https://t.co/QaFvRDhNh0
152,2023-03-07 21:00:16,TheOnion,Walgreens Clarifies Stores Still Selling Plenty Of Household Products That’ll Abort A Fetus https://t.co/bA4eYQuA4u https://t.co/L5R1VuOjdS
153,2023-03-07 20:15:08,TheOnion,Congress Considers Banning TikTok After App Makes Every Senator Bulimic https://t.co/OBcZJoCMS4 https://t.co/einengMhLX
154,2023-03-07 19:45:03,TheOnion,Sign up to have the majesty of America’s Finest News Source delivered straight to your inbox. https://t.co/EmtHHkysoS
155,2023-03-07 19:30:11,TheOnion,Even the Soviets ordered too much delivery in 1917. See more on #HIstoryOfTheWorldPart2 now streaming only on Hulu #sponsored https://t.co/9QTohrXEC9 https://t.co/arvsPwPMMO
156,2023-03-07 18:45:08,TheOnion,Tennessee Bans Drag Show Performances On Public Property https://t.co/JAenMOSjrZ #WhatDoYouThink? https://t.co/FliX8huWFe
157,2023-03-07 18:00:21,TheOnion,Man Too Chickenshit To Blow Up Oil Refinery Guesses He’ll Try To Eat More Locally https://t.co/78h2NyMaiB https://t.co/NGypw3KOzr
158,2023-03-07 17:58:27,TheOnion,“Are you sure that if I bum-rush the Speaker’s Lobby I won’t be shot and killed?” — Ashli Babbitt https://t.co/DVPPJGBQT5 https://t.co/ZDzwEUeMcx
159,2023-03-07 17:15:05,TheOnion,Here are the biggest lies that Norfolk Southern has told those affected by the disaster. https://t.co/srkRvgUJ8M
160,2023-03-07 16:30:12,TheOnion,Landlord Sends Reminder Water Will Be Shut Off For Maintenance Yesterday Morning https://t.co/pB4ndIuf1Y https://t.co/GsXlGgWWoo
161,2023-03-07 16:05:34,TheOnion,Elon Musk: Apartheid.  https://t.co/T1niei552d https://t.co/5qx8qrplug
162,2023-03-07 16:00:23,TheOnion,Most Controversial Statements By CPAC Speakers https://t.co/FnHqj0A6dp https://t.co/YUVgA8uHem
163,2023-03-07 15:45:10,TheOnion,U.S. Government Coyly Denies Involvement In Anything Naughty https://t.co/PeUgggvt24 https://t.co/3RrV8HtSmk
164,2023-03-07 15:00:30,TheOnion,Job Became Completely Humiliating So Gradually Area Man Barely Noticed https://t.co/vrmPEK1BI5 https://t.co/L0Dn16edCC
165,2023-03-07 14:15:03,TheOnion,“Why did Demi and Selena stop being friends?” https://t.co/KaLThbcGpz
166,2023-03-07 04:30:00,TheOnion,The internet is expanding. Our minds are not. Join The Onion on TikTok. https://t.co/cIkugVixNy
167,2023-03-07 04:00:03,TheOnion,"“Hey, get the hell out of here, you stupid kids!” https://t.co/IxxAJoitTa"
168,2023-03-07 03:45:05,TheOnion,Report: Loneliness Most Common Amongst Americans No One Wants To Be Around https://t.co/j3w3wwYKpr https://t.co/nJmYqZkbcO
169,2023-03-07 03:00:07,TheOnion,Close Friends More Tolerable After A Few Drinks https://t.co/HlWIpLQ6Bz https://t.co/tPzMFV0ZSR
170,2023-03-07 02:15:05,TheOnion,Dad Can’t Believe How Much Disney World Charging For Sex With Goofy https://t.co/ycedpua7wz https://t.co/TD2BwRGAWp
171,2023-03-07 01:30:06,TheOnion,"Elon Musk Demands Twitter Servers Explain What All These Wires For
https://t.co/IuLgNCCXLm https://t.co/lXCS31a5UY"
