,tweet,label
162,russia-ukraine live   iaea raises alarm over nuclear plant,real
163,israel-palestine live   29 killed in three-day gaza assault,real
164,"israeli strike on northern city of jabalia kills 5 palestinians, 3 of them children",real
165,israeli jets launch new attacks on gaza,real
166,israel hits gaza with air strikes as tensions escalate,real
167,russian court gives brittney griner nine years on drugs charges,real
168,"rt   next week marks kenya's presidential elections. as the race heats up, our africa editor   is joined by writer &amp;…",real
169,nancy pelosi lands in taiwan amid heightened us-china tensions,real
170,iraqi protesters storm the parliament in baghdad’s green zone,real
171,pope apologises for ‘evil’ of canada’s residential schools,real
172,"rt   is tunisia on a path back to authoritarian rule?

 july 25 marks one year since president kais saied dissolved parliament…",real
173,joe biden tests positive for covid-19: white house,real
174,italy’s prime minister mario draghi resigns as crisis deepens,real
175,parliament elects prime minister ranil wickremesinghe as new president of sri lanka. live  s:,real
176,ex-angolan president dos santos dies at 79,real
177,japan’s ex-prime minister abe dies after being shot: report,real
178,"japan’s shinzo abe attacked, left bleeding: reports",real
179,rt    live: boris johnson has agreed to step down as uk pm after a major rebellion in his government over a series of scandals.…,real
180,uk prime minister boris johnson says he will resign - live  s,real
181,uk political crisis: boris johnson expected to quit as pm - live  s,real
182,uk: boris johnson gov’t plunged into crisis as two ministers quit,real
183,"rt   it is the 60th anniversary of algeria’s independence from france.

here's what you need to know about algerians' fight for f…",real
184,us says israeli shot ‘likely responsible’ for death of abu akleh,real
185,several people shot at copenhagen shopping mall: danish police,real
186,"rt   thread 

from laicite, the separation of church and state, to reckoning with its colonial legacy through racism and islamop…",real
187,"rt   thread 

hajj is the largest annual religious gathering of muslims. 

it takes place in the islamic month of dhul-hijja and…",real
188,israeli set for november election as parliament dissolves,real
189,"paris 2015 attacks - lone surviving attacker gets life, no parole",real
190,more than dozen found dead in south africa nightclub: police,real
191,"un, world leaders condemn us supreme court ruling on abortion.",real
192,roe v wade: supreme court decision highlights us abortion divide,real
193,"the justices voted 6-3, powered by the court’s conservative supermajority.",real
194,roe v wade - us supreme court overturns landmark abortion ruling,real
195,un: israelis fired shots that killed journalist shireen abu akleh,real
196,"nearly 1,000 killed after strong earthquake jolts afghanistan",real
197,"dozens killed as 6.1 magnitude quake shakes afghanistan, pakistan",real
198,macron alliance set to lose parliamentary majority: projections,real
199,al jazeera obtains image of bullet that killed its journalist,real
200,"rt   thread 

on international albinism awareness day, we raise awareness on the human rights violations people with albinism ex…",real
201,"rt   today is  worldoceanday 

did you know at least eight million tonnes of plastics end up in the oceans every year?

we take…",real
202,british prime minister boris johnson survives confidence vote,real
203,rt   arab nations are taking a stand against india’s ruling bjp party after two of their members made insulting remarks about the…,real
204,kazakhstan votes to amend constitution: referendum results,real
205,"rt   al jazeera journalist ahmed taha has condemned an egyptian court for sentencing him to 15 years in prison in absentia.

taha…",real
206,rt   tensions are high after hundreds of far-right jewish nationalists entered jerusalem’s al-aqsa mosque compound ahead of today…,real
207,"rt   israeli ultra-nationalist jewish groups have entered the al-aqsa mosque compound, waving flags and chanting ahead of sunday’…",real
208,dozens killed in stampede at a church in nigeria,real
209,al jazeera network to send shireen abu akleh murder case to icc,real
210,palestinian probe says israeli forces deliberately shot abu akleh,real
211,rt    stories you shouldn't miss today - may 25,real
212,"rt   thread 
 
at least 17 countries have reported new confirmed cases of monkeypox.
 
we take a look at what the disease is and…",real
213,iran's quds force member assassinated in tehran: state media. more soon on,real
214,australia election: opposition labor party wins vote,real
215,rt   killed al jazeera journalist shireen abu akleh was a pioneer for arab women in media. many have shared the impact she had on…,real
216,shireen abu akleh pallbearer arrested days after israelis attack funeral,real
217,"finland, sweden have officially applied to join nato, the world’s biggest military alliance",real
218,pro-hezbollah bloc loses lebanese parliamentary majority,real
219,somalia elects hassan sheikh mohamud as new president,real
220,shireen abu akleh remembered during gaza rally,real
221,palestinians commemorate 74th nakba day: live  s,real
222,sheikh mohamed bin al zayed elected uae president,real
223,rt    live: state funeral and burial held in occupied east jerusalem for veteran al jazeera journalist shireen abu akleh who was…,real
224,rt    live: israeli occupation forces are beating crowds carrying the casket of killed al jazeera journalist shireen abu akleh…,real
225,president sheikh khalifa bin zayed al nahyan dies: uae media,real
226,rt    live: state memorial service held in ramallah for al jazeera journalist shireen abu akleh who was killed by israeli occupa…,real
227,"rt   ""i was able to convey the people's message and voice.""

not long before her killing by israeli occupation forces, al jazeera…",real
228,"rt   live: israeli forces have shot and killed veteran al jazeera reporter shireen abu akleh in the occupied west bank. 

 follo…",real
229,"rt   ""she was fearless, but she was also human.”

shireen abu akleh’s colleague and close friend   remembers the impac…",real
230,"rt   ""the first bullet hit me and the second bullet hit shireen. they killed her in cold blood.""

al jazeera journalist ali al-sa…",real
231,"rt   ""this is not a conflict between two equal sides. we are occupied by israel.""

mustafa barghouti, leader of the palestinian n…",real
232,"rt   trigger warning: sensitive material below

shireen abu akleh’s colleagues at al jazeera’s bureau in the occupied west bank e…",real
233,"rt   “killing journalists… is a war crime.”

after the killing of al jazeera journalist sherine abu akleh by israeli occupation f…",real
234,rt    here's what veteran al jazeera journalist shireen abu akleh meant to those who grew up watching her coverage of palestine…,real
235,al jazeera journalist shireen abu akleh shot dead by israeli forces,real
236,ukraine says russian forces are ‘storming’ azovstal plant,real
237,"putin ‘mirroring fascism’ of nazi germany, uk minister says",real
238,sri lanka pm mahinda rajapaksa offers to resign as crisis worsens,real
239,mariupol officials document new mass grave,real
240,"putin ‘mirroring fascism’ of nazi germany, uk minister says.",real
241,putin calls nato’s expansion around its borders 'unacceptable threat',real
242,putin says donbass volunteers fighting for ‘motherland’.,real
243,"russian president putin says moscow's military action in ukraine was a pre-emptive move to ward off western aggression

follow all the latest  s:",real
244,"rt   the vice president of the philippines, leonor ‘leni’ robredo, is seen as the only election candidate with a realistic chance…",real
245,more than 60 believed killed after school attack in east ukraine,real
246,"rt   fake  on social media has been a major part of the philippines election campaign.

  debunks the disinformatio…",real
247,"john lee, hong kong's former security chief, elected as city's next leader",real
248,"ukraine: all women, children and elderly evacuated from mariupol steel mill

follow the latest  s:",real
249,at least 4 dead after explosion rocks hotel in downtown havana,real
250,"russia says it will open evacuation routes for three days in mariupol 

follow the latest  s:",real
251,"heavy fighting under way at mariupol’s azovstal steelworks

follow the latest  s:",real
252,russia accuses israel of supporting “neo-nazis” in ukraine as a row over moscow’s claim that hitler had jewish origins escalates. follow latest  s:,real
253,the us says it has 'highly credible' intelligence that russia will try to annex ukraine's luhansk and donetsk 'some time in mid-may'. follow latest  s:,real
254,singapore executes intellectually disabled malaysian man despite global pleas for clemency,real
255,"rt    of billionaire elon musk’s twitter takeover has caused mixed reactions from users and politicians around the world. 

m…",real
256,turkish court sentences activist osman kavala to life in prison,real
257,"rt   france's president emmanuel macron has won a second term in office, defeating his far-right rival marine le pen and making h…",real
258,"emmanuel macron wins french presidential election:

“i’m not the candidate of one camp anymore, but the president of all of us.” 

:",real
259,"rt   at least eight people, including a three-month-old baby, have been killed and 18 others injured in a series of russian missi…",real
260,"russian forces are ""constantly"" shelling ukraine-controlled cities in the eastern region of luhansk, local authorities say. 

follow latest  s:",real
261,explosion at afghan mosque kills or wounds dozens of people,real
262,"rt   thread 

today marks the 52nd anniversary of  earthday 

in honour of mother earth, we share the story of how uk activists…",real
263,"kabul boys’ school rocked by blasts, casualties feared",real
264,"latest russia-ukraine  s: ukraine investigating almost 6,500 alleged war crimes",real
265,suspect in new york subway shooting is in police custody,real
266,"rt   have you ever wondered how difficult it is to navigate the world's megacities with a disability?

join our twitter space now…",real
267,"rt   how would you get around a city if you couldn’t walk, see or hear? by 2050, nearly 1 billion people living in cities will ha…",real
268,"multiple people shot, unexploded devices found in new york city subway",real
269,"rt   thread 
 
the muslim holy month of  ramadan has entered its second week.
the pre-sunrise to sunset fast lasts anywhere from…",real
270,rt    our twitter account   is nominated for   in the social ( &amp; politics) category! we need your he…,real
271,pakistan's parliament elects shehbaz sharif as new prime minister after weeks of political turmoil.,real
272,"rt   thousands marched across pakistan in support of former pm imran khan, a day after he lost a no-confidence vote in parliament…",real
273,rt   pakistan's pm imran khan has been ousted from power after losing a no-confidence vote. the parliament is set to vote for a n…,real
274,"rt   thread 

on april 10, about 48 million french voters will choose their leader among 12 candidates. never before in the his…",real
275,pakistan pm imran khan loses no-confidence vote,real
276,pakistan parliament begins voting on no-confidence motion against prime minister imran khan after speaker resigns,real
277,"european commission president ursula von der leyen says russian forces appear to have committed war crimes by targeting civilians in ukraine, adding that lawyers must investigate the alleged incidents.

follow latest  s:",real
278,"ukraine says 10 humanitarian corridors to evacuate people from besieged regions have been agreed for saturday.

follow latest  s:",real
279,"ukrainian president zelenskyy calls russia's shelling on kramatorsk railway station in the east of the county a ""war crime"" as death toll rises to 52, local authorities say.

follow latest  s:",real
280,"rt    our twitter account   is nominated for   in the social ( &amp; politics) category!

help us win by…",real
282,shooting in popular tel aviv area wounds six israelis,real
283,us senate expected to vote to confirm ketanji brown jackson,real
284,pakistan court rules blocking vote to oust khan unconstitutional,real
285,"russia says it has destroyed fuel storage facilities in four cities as it refocuses its offensive on eastern ukraine.

follow latest  s:",real
286,"foreign minister dmytro kuleba says the sooner kyiv receives additional arms from nato, ‘the more lives will be saved’.

follow latest  s:",real
287,"us official says kyiv withdrawal complete, russian troops regrouping to focus on the east.

follow latest  s:",real
288,"rt    our twitter account   is nominated for   in the social ( &amp; politics) category!

help us win by…",real
289,life sentence for burkinabe ex-leader compaoré for sankara murder,real
290,"rt   exclusive 

a year after the bjp gov't led by pm narendra modi came to power in 2014, the top finance ministry official acc…",real
291,"rt   ukrainian president volodymyr zelenskyy addresses the un security council, accusing russia of “war crimes” in bucha and tell…",real
292,"former russia president dmitry medvedev has vowed a harsh reaction to expulsion of russian diplomats by western governments.

follow latest  s:",real
293,"the united states will announce new sanctions against russia for its invasion of ukraine this week, us national security adviser jake sullivan has said

follow latest  s:",real
294,"france has decided to expel many russian diplomatic staff, echoing a similar action taken by germany, the french ministry of foreign affairs has said

follow latest  s:",real
295,"russian lawmakers submitted a draft bill to the lower house of parliament that envisages a prison term of up to 10 years and fines for adhering to western sanctions in russia, interfax state  agency has reported.

follow latest  s:",real
296,"after several failed attempts, staff from the international committee of the red cross have again been unable to enter mariupol, a spokesperson for the aid agency says.

follow latest  s:",real
297,"the kremlin has categorically denied any accusations related to the murder of civilians in the ukrainian town of bucha. 

follow latest  s:",real
298,"ukrainian prosecutors say at least 161 children have been killed, and 425 have been wounded, in ukraine since the start of russia's invasion.

follow latest  s:",real
299,"un chief antonio guterres says he was ‘deeply shocked’ by images of dead civilians in the ukrainian town of bucha and calls for an independent investigation.

follow our live coverage of the russian invasion of ukraine:",real
300,"rt   pakistan's imran khan has survived a move to oust him as pm, after the deputy speaker of parliament blocked a no-confidence…",real
301,pakistan parliament dismisses no-confidence motion against imran khan,real
302,curfew in sri lanka as protesters try to storm president’s house,real
303,"un human rights' chief michelle bachelet says russia’s widespread and indiscriminate attacks in ukraine could amount to “war crimes“.

follow latest  s:",real
304,"ukraine’s state emergency service says that the death toll from a russian attack on the regional administration building in the southern city of mykolaiv has risen to 15 people. 

follow the latest",real
305,rt   russia-ukraine war  s: 30 march,real
306,"ukraine said that a second round of conflict talks between negotiators from kyiv and moscow will kick off in turkey on monday. 

follow latest developments:",real
307,"french president macron has called for restraint in ""words and actions"" after us president biden described russian president putin as a “butcher” and said he should not remain in power. 

follow out live coverage of the war in ukraine:",real
308,"oil depot, military factory hit in lviv strikes",real
309,biden was not calling for regime change in russia when he said that his russian counterpart “cannot remain in power”,real
310,children among severely wounded trapped in ukraine’s chernihiv,real
311,"two missile strikes hit lviv, five wounded",real
312,three explosions heard near lviv: city council,real
313,"ukraine says fierce clashes continue in mariupol

follow all the latest  s:",real
314,"live  s: ukraine, russia pessimistic over talks aimed at ending conflict",real
315,rt   russia-ukraine war  s: 25 march,real
316,"ukraine says 4,554 people were evacuated from cities on wednesday",real
317,biden’s new arms package for ukraine to start shipping soon,real
318,us to announce russia-related sanctions on thursday.,real
319,"madeleine albright, first woman us secretary of state, dies at 84",real
320,"nato estimates 7,000-15,000 russian troops killed in ukraine: report

follow all the latest  s:",real
321,rt    russia-ukraine war  s: march 23,real
322,"fighting between russian and ukrainian forces is ongoing in the city of mariupol, a regional governor in ukraine says.

follow latest  s:",real
323,"the united nations’ refugee agency says 3.5 million people have fled ukraine since russia launched its invasion.

follow latest  s:",real
324,"russian forces pushed out of key kyiv suburb, ukraine says, as zelenskyy reiterates call for direct talks with putin. 

follow our live coverage of the war in ukraine:",real
325,rt    russia-ukraine war  s: march 22,real
326,"rt   thread 

it's  worldwaterday  – a day designated by the un to raise awareness of the two billion people living without acc…",real
327,"a russian court has labelled meta platforms inc an “extremist organisation”, banning the activities of the us company on its territory.

follow latest  s:",real
328,"russia is conducting “state terrorism” in ukraine and will go on to attack other countries, ukraine’s defence minister says.

follow latest  s on russia's invasion of ukraine:",real
329,"rt   the boeing 737 plane crashed in the countryside near wuzhou city in the guangxi region causing a ""mountain fire”, with an un…",real
330,plane carrying 133 crashes in china: state tv,real
331,russia says it is advancing towards mariupol,real
332,israel’s parliament speaker expresses support to zelenskyy,real
333,"russia losing high-ranking military officers, ukraine says.",real
334,protests break out in kherson as residents confront russian troops,real
335,strike on kyiv apartment block wounds five,real
336,at least 902 civilians killed in ukraine since conflict began: un,real
337,ukraine front lines not shifting as russia loses momentum - official,real
338,"ukraine says seven humanitarian corridors will open on sunday.

follow the latest  s:",real
339,"ukraine's presidency says a total of 6,623 people were evacuated on saturday from cities across the country through humanitarian corridors.

follow the latest  s:",real
340,"the west must not try to “normalise relations” with putin after his invasion of ukraine, british pm boris johnson said, calling the crisis a “turning point for the world”.

follow latest  s:",real
341,"prime minister mateus morawiecki says poland has proposed to the european union that the bloc impose a total ban on trade with russia. 

follow latest  s:",real
342,"ukraine’s president zelenskyy has warned that continuing the invasion would exact a toll on russia for “generations.” 

follow our live coverage of the war in ukraine:",real
343,biden warns xi of consequences if it offers support to russia.,real
344,russia claims progress in talks with kyiv on a neutral ukraine,real
345,putin accuses ukraine of ‘war crimes’ in macron call,real
346,"us targets abramovich plane, 99 others over russia export violations",real
347,ukraine says russian forces not made fresh advances,real
348,"xi says conflicts like ukraine crisis in no one’s interests.

follow all the latest  s:",real
349,"rt   ""they say time heals, but when it's war, i don't think it works like that.""

teenager diana has been documenting her journey…",real
350,"rt   have you voted today? 

our twitter account is up for two   help us win the audience vote!

vote for us here:…",real
351,rt    russia-ukraine war  s: march 17,real
352,rt    russia-ukraine war  s: march 16,real
353,nazanin zaghari-ratcliffe and anoosheh ashoori are leaving iran after lengthy prison terms,real
354,rt    russia-ukraine war  s: march 15,real
355,"rt   an indian court has upheld a ban on wearing headscarves in class in the southern state of karnataka, stating the hijab is no…",real
356,biden set to sign bill containing $13.6bn in ukraine aid,real
357,youtube blocks russian state-funded media channels. globally,real
358,biden says us and allies will end normal trade relations with russia,real
359,mayor estimates two million remain in kyiv,real
360,"un says 564 civilians killed in ukraine.

follow all the latest  s:",real
361,"rt   have you voted today? 

our twitter account is up for two    help us win the audience vote.

vote for us here:…",real
362,"over 400,000 people evacuated from conflict areas: ukrainian minister

all the latest  s:",real
363,"russia: we have enough oil and gas buyers even with sanctions
 
all the latest  s:",real
364,"putin slams sanctions as ‘illegitimate’ 

all the latest  s:",real
365,"zelenskyy’s top economic adviser says war damage tops $100bn 

all the latest  s:",real
366,"ukrainian foreign minister dmytro kuleba says no agreement on ’24-hour ceasefire’.

all the latest  s:",real
367,"‘no progress’ as top russia, ukraine diplomats talk in turkey",real
368,"ukraine is opening seven humanitarian corridors through which civilians can evacuate cities besieged by russian forces, deputy prime minister iryna vereshchuk has said.

follow all the latest  s:",real
369,"the foreign ministers of russia and ukraine are set for face-to-face talks in turkey.

follow our live coverage of the war in ukraine:",real
370,"rt   we've got some exciting   

our twitter account is up for two   - and you can help us win the audience vote…",real
371,"ukraine’s president has accused russian forces of carrying out a “direct strike” on a hospital complex in mariupol that reportedly houses maternity and childrens wards.

follow latest  s:",real
372,"russia has acknowledged that some conscripts have participated in the war after multiple denials by president putin, who said only professional soldiers had been deployed.

follow latest  s:",real
373,"city authorities in the besieged port city of mariupol are burying their dead in a mass grave, the associated press reported. 

follow our live coverage of the war in ukraine:",real
375,russia-ukraine war - biden bans us imports of russian oil and gas,real
376,"rt   thread 

it's  internationalwomensday. here are the stories of some of the most inspiring women. 

abeer faris, a mental he…",real
378,"tiktok has announced it is suspending the posting of all video content from russia in order to keep its employees safe and comply with the country’s new regulations.

follow the latest  s:",real
379,"a second attempt to evacuate civilians from mariupol has been halted as pro-russian separatists and ukrainian officials trade accusations. 

follow the latest  s:",real
380,"rt   residents pick through rubble as air raid sirens wail in the background in the ukrainian city of chernihiv, along the border…",real
381,at least 30 killed as mosque bombed in northwest pakistan,real
382,us senators propose ban on russian oil imports,real
383,plane carrying russian nationals held in canada - minister.,real
384,"canada raising tariffs on russia, belarus over ‘barbaric war’.",real
385,us-russia militaries create communication line,real
386,"kyiv, moscow agree corridors to evacuate civilians.",real
387,"putin says russian operation in ukraine is going to plan 

follow latest  s:",real
389,"in a rare emergency session, the un general assembly has approved a non-binding resolution condemning russia for the invasion of ukraine and demanding an immediate withdrawal.

follow latest  s:",real
390,"russia expects ukrainian officials to arrive in belarus for the next round of talks on thursday when a ceasefire is set to be discussed, russian  agencies report 

follow latest  s:",real
391,"the eu says it will ban russian state-controlled media outlets rt and sputnik for promoting ""systematic disinformation"" over russia’s invasion of ukraine.

follow our live-blog:",real
392,"russia claims to have captured the southern ukrainian city of kherson. local authorities deny the city has fallen, but say russian troops have encircled the city. 
follow the latest  s:",real
393,refugees stream into hungary amid russian war on ukraine.,real
394,"zelenskyy speaks with biden about sanctions, defence aid",real
395,un head condemns russia’s use of heavy weapons.,real
396,missile attack hits babyn yar holocaust memorial: zelenskyy,real
397,"turkey calls for ceasefire, supports nato enlargement",real
398,"russian attack hits kyiv television tower, ukrainian official says",real
399,uk pm rules out deploying troops to battle russian forces in ukraine,real
400,un seeks $1.7 bn in humanitarian aid for ukraine.,real
401,russia says it will hit security service sites in kyiv: reports,real
402,"make moscow end its assault, kyiv asks beijing.

follow all the latest  s:",real
404,"the number of people seeking refuge in other states has risen to 500,000 since russia invaded ukraine. follow the latest  s:",real
405,"talks between ukraine and russia have started at the belarussian border, a ukrainian presidential advisor has said. follow the latest  s:",real
406,"nato member states are “stepping up” their support by providing ukraine with air-defence missiles and anti-tank weapons, secretary-general jens stoltenberg says. 
latest  s:",real
407,"ukrainian officials have arrived for talks with russia at the ukraine-belarus border. 

latest  s:",real
