,tweet,label
114,president michel aoun has tasked billionaire businessman najib mikati with forming a new lebanese government,satire
116,iraqi prime minister mustafa al-kadhimi said the two countries refuse to simply accept their bad luck.,satire
117,bal’am said he decided on the spot to eat the additional shawarma bites during his fourth sandwich and second soft drink bottle.,satire
118,alhudood's center for geo-politico-militaro-strategic studies presents a map of syria highlighting the 0.3 km sq of the country that has not been bombed yet,satire
119,should i take a shower or do i not smell rotten enough yet?,satire
120,we assigned abu majed to enrich your knowledge and help you confidently engage in sports conversations instead of scrolling through facebook while picking your nose in the corner.,satire
121,study shows coronavirus vaccine improves income and sexual performance and everything you’ve ever wanted and please just go get it,satire
122,"triggered by declining positive test results, nurse fathi rokhnji successfully increased the accuracy of covid-19 pcr tests by not only taking swabs through the nose",satire
123,"“now, all they will be able to do on their computers is stare at the google homepage logo and meditate on how much google has improved their lives,” he added.",satire
124,khalil said that removing bidets is one step among many modern adjustments the restaurant wants to impose.,satire
125,it had learned the lesson of past upheavals by deliberately worsening the economy to the point where ordinary citizens no longer have enough money to use their burning bodies again to show their displeasure.,satire
126,eu spokesman gabriel renaissance said the new measures showed the bloc’s commitment to the rights and health of arab citizens,satire
127,the social media giant said the feature is meant to help users identify their real friends that deserve to remain in their lives,satire
128,"a question that drew responses ranging from shawarma and stuffed peppers to maqluba and kabsa dishes, before disregarding their requests and preparing a meal consisting exclusively of molokhia.",satire
129,"the public prosecutor charged the anti-corruption czar with disturbing public peace, promoting civil discord and hatred, attempting to overthrow the regime, slander, defamation, contempt, and damaging the prestige of the state.",satire
130,"the circular said these principles, which were developed in the hellenistic era, are no longer practical or desirable at this crucial moment in the nation’s history.",satire
131,"in a speech, khamenei said the presidential candidates approved by the guardian council were ideal for leading the country because he chose them himself.

 iranelection2021",satire
132,"a government spokesman said both american and chinese iterations of legos would be allowed for the purposes of paving roads and sidewalks, building manhole covers, as well as room partitions, roofs and pillars for buildings.",satire
133,uae ambassador to israel asks forgiveness for not standing sufficiently with israel in latest gaza assault,satire
134,"bashar’s vote total approached infinity while his opponents, abdullah saloom abdullah and mohammad mar’ey, obtained zero votes and -3 votes respectively.",satire
135,occupation authorities in the middle east’s only democracy said they would no longer provide any of the services they generously offered to those who were living in the country when it was taken from them in 1948,satire
136,netanyahu explained that the right to return also includes jews who have passed away,satire
137,the sources said israel was ready to bomb all the various spheres of heaven unless all future crossings and souls passing through them are subjected to enhanced screening measures.,satire
138,"the israeli military confirmed its killing of paramedic razan najjar, saying its attack against a medical worker was meant to prove that it does not just kill journalists, but it targets all civilians and humanitarian workers equally.",satire
139,"noam baha’im, a professor of psychology at tel aviv university, said these theatrical reenactments offered a safe space for israeli settlers to express themselves boldly and let out any negative feelings they have towards the other.",satire
140,"“you arabs have a saying, that a believer does not get stung from the same hole twice,” he said.",satire
141,"“immigrants simply cannot integrate in our high-end society” he exclaimed, “they come in their brown skin, and bring with them their hummus, shawarma and rejection of the other.”",satire
143,"timmy’s friends were shocked upon hearing this gibberish and felt confused by it, especially since it sounded nothing like the french, italian, and spanish they learned in school.",satire
144,israeli prime minister benjamin netanyahu expressed in a statement his frustration at the attempts by the original arab inhabitants of the city to drown israel in details and the vagaries of contractual agreements.,satire
145,"among these new habits is drinking three liters of water a day and using the miswak to clean their teeth. but perhaps the most unusual is the sudden interest in having sex more than once a month, particularly during the daylight hours.",satire
146,saied lulab waited patiently before describing himself as a “writer” in his resume and social media accounts.,satire
147,alhudoodinhistory: syrian parliament decides most suitable candidates for nation’s presidency are 34-year-olds named bashar hafez al-assad,satire
148,"“now people understand that life is finite and they may lose family, fathers, mothers, brothers, sisters and friends at any moment, and so they spend more time with them in anticipation of inevitable tragedy.”",satire
149,are you losing sleep trying to think of ways to help us out? all you need to do is fill out this survey,satire
150,"in this 5 minute survey, we aim to explore your interest and accordingly develop our content in a way that is best suited to your consumption of satire as a coping mechanism!",satire
151,the man said he could not predict exactly what punishments awaited him if he was forcibly returned home.,satire
152,“in this symbolic gesture i show her that it is out of sheer will that i do  not enter the house while she  cleans and stay locked up in the kitchen while her friends visit” m.f. said,satire
153,"the minister called on citizens to avoid riding cars, airplanes, trains or ferries for the time being, and to remain in their homes that are at risk of collapse until the investigation is completed.",satire
154,"upon his arrival, he will give you a warm embrace, print a kiss on your cheek and throw his head in your lap, before aiming at your ear to let you in on a moist, juicy secret.",satire
155,"“we are also using miniature versions of the suspension and shock absorbers used on airplanes to deal with any major potholes,” the spokesman said.",satire
156,government spokesman gunnar maniaksson said the deaths of hundreds of thousands of people in the war and the displacement of millions is an opportunity that should not go to waste.,satire
157,"according to m.f., maids are now considered essentials to the modern life of a liberated woman, “otherwise, it would be unrealistic to expect us to rise above the burdens that we endure as strong independent women” she said.",satire
158,"our correspondent has reported the two masochists heading towards their bedroom, where they would engage in  their favorite sexual activities, which usually result in the conception of a child.",satire
159,"“all i can say is while antiquated viral genomic sequencing techniques take between three to ten days in other countries, our very enhanced interrogation techniques allowed us to identify the variant in less than 48 hours of questioning,” he said.",satire
160,"“immigrants simply cannot integrate in our high-end society” he exclaimed, “they come in their brown skin, and bring with them their hummus, shawarma and rejection of the other.”",satire
161,"the regime’s firm actions follow a long history of keeping opposition within the realm of the regime itself, not allowing such privilege to be shared with commoners, in order to preserve political diversity within the regime.",satire
162,"“do you think anyone can just be called muslim?” he continued. “we don’t know if they pray, if they follow the correct sect, if they oppose america. and it would be a bit of a stretch to say the road to jerusalem passes through xinjiang.”",satire
163,"“take turns, let others ride you first, then ride them yourselves,” he said.",satire
164,"anwar, 30, took advantage of his lunch break, frolicking in the arms of mother nature and its rolling meadows, fresh dew-filled breeze, clear blue skies, and everything else a windows 10 desktop image could offer.",satire
165,"“the problem lies in parents raising children differently to the way we were raised,” he said. “you observe today’s youth voicing their grievances and shouting in the streets like animals, while we tread carefully and silently next to walls.”",satire
166,"“we prefer not to disclose his exact location, and whether he is alive or dead, as we have the right to keep these details secret,” he added.“",satire
167,"amin said his friend had no obvious health or mental impediments, possessing all ten fingers that can be used for typing out an actual message like a decent human being.",satire
168,"this dragon indulged in trying on costumes and funny hats while meeting other dragons and playing with ponies, in addition to writing poems in praise of a bigger dragon called mohammad bin zayed, who often bailed him out in time of crisis.",satire
169,"this morning, department of food safety (dfs) detected excess amounts of meat inside a shipment of worms and mould that it had seized while examining containers parked in the customs yard.",satire
170,"“now we are on the road to destroying a hated patriarchal dictatorship and replacing it with a loving, kind woman-led dictatorship,” he added.",satire
171,"the municipality will also launch a campaign to remove all similar signs from roads frequented by government officials, in order to prevent any delays on the road to reform and progress.",satire
172,"sources said government agents immediately set upon the man as soon as he arrived in syria, escorting him on visits to various security branches where he forgot his name, hometown and other milestones along memory lane.",satire
173,"a celebratory atmosphere took hold in the basements of various notorious jails around the country, with interrogators and intelligence officers participating with dance and dabkeh routines conducted on the backs of detainees.",satire
174,"the government said the new rules will be inclusive of the voices of citizens in the diaspora, who will have to renew their passports and submit their voice prints at the nearest embassy or consulate.",satire
175,"lebanon’s government has said it only prioritized political elites in the vaccination campaign in order to combat sectarianism and xenophobia, by withholding vaccines from citizens of all faiths and refugees equally.",satire
176,this precedented humanitarian gesture will drastically change the lives of millions while sparing their governments the trouble of collecting large amounts of  tax from multinational corporations.,satire
177,"local internet user muhsen shalabeet, 24, successfully managed to read through a breast cancer awareness ad, without being distracted by his sexual desires.",satire
178,khalil says he chose to go forward with his decision after observing the competition within the unemployment industry,satire
179,president abdel fattah al-sisi reassured egyptians in a speech on friday that the coronavirus pandemic was progressing well and was already widespread enough that vaccine sales would bring in actual revenue to the state’s coffers.,satire
180,rt     more accurate than like 98% of  sources out there,satire
181,"rt   « “she will live a prisoner like any saudi woman but with even more restrictions » 

⁦from ⁦  excellent…",satire
182,"loujain al-hathloul finally free, like her jailers and torturers",satire
183,we will be updating you on our progress and checking-in with you frequently as we go. stay tuned!,satire
184,"the fund will allow our team to exchange experiences and lessons-learnt with other  rooms regarding memberships and engaging audiences, and we will be able to develop and remodel our own membership program after testing it out over the past couple of years.",satire
185,"we're looking forward to engaging in conversations with media experts and organizations that are similarly curious about the communities they serve, across hungary, brazil, india, chile, nigeria, central america, columbia, south africa, ukraine, indonesia and zimbabwe.",satire
186,"good   alhudood will be among 16 media organizations to receive the “membership in  fund”, that we will use to relaunch our membership program with special focus on our relationship with our readers and community members.",satire
187,"lebanon - the lebanese resistance: i assassinate, therefore i am.",satire
188,"the two officers are accused of violating police torture regulations, conspiring with enemies of the homeland, and inciting sedition within the force by promoting dangerous ideas like decency, compassion and forgiveness.",satire
189,"“replacing her with a male voice didn’t work either, as they kept asking him where his sister lived,” he added.",satire
190,"“dada mama foo foo brrrt malleeee,” sharmine said when asked about her decision, before throwing a handful of legos at the wall.",satire
191,"the last time  iraq became like america in recent memory was when america went there and broke everything, and now iraq is only just begun to recover..but with the checkpoints and everything, it feels like taking a step backwards.  bidenharrisinauguration",satire
192,"residents in the  iraqi capital complained of checkpoints throughout the city that have emerged in recent weeks, with some complaining that the militarization of baghdad’s streets reminds them of violent images on television of  washingtondc.  bidenharrisinauguration",satire
193,it’s like i’m in washington”: baghdad residents complain about checkpoints everywhere,satire
194,trump to join other exiled arab leaders in saudi arabia  bidenharrisinauguration  trumpslastday,satire
195,government proposes tax on negative energy amid increased demand,satire
196,government to resolve brain drain by worsening education,satire
197,dr frankenstein bans monster that he created,satire
198,israel already vaccinated palestinians with white phosphorus  israelivaccinationapartheid,satire
199,"mbs said that he imprisoned the spies and traitors who opposed the blockade in the beginning of the crisis, and is now going after those who tried to create a wedge between brothers and encouraged burning bridges between them.",satire
200,"mbs said the crisis, which ended without  doha acceding to any of the demands of its rivals while diversifying its economy, was ultimately a net positive for his country.",satire
201,"mbs ordered a sweeping crackdown targeting “dishonorable” saudis who insulted qatar and its emir, arguing that the three-year crisis between the gulf neighbors was a momentary blockade that citizens prolonged with their vehement support online and in  paper opinion columns.",satire
202,saudiarabia orders arrest of citizens who got carried away and insulted  qatar during blockade,satire
203,"qatari and saudi press will begin reminding gulf citizens of the things they have in common with their neighbors, like history, geography, religion, language, oil, autocracy, friendship with america, normalization with israel, and meddling in wars in other countries,",satire
204,"editors in the two flagship gulf media outlets, qatar’s al jazeera   and saudi arabia’s al arabiya   are in talks to coordinate and centrally plan their  coverage once again amid a thawing of ties between the two nations’ leaders",satire
205,al jazeera and al arabiya to reunify  content after gulf reconciliation,satire
206,"father christmas will continue diving through chimneys and handing out presents at least until april 2021 due to coronavirus quarantine rules, regular medical check-ups and sanitization protocols for his reindeer and sleigh, north pole sources told alhudood.",satire
207,santa says gift deliveries to continue through april due to coronavirus restrictions,satire
208,government launches campaign to ensure city completely unprepared for winter conditions,satire
209,politician sleeps at night for third decade in a row,satire
210,"man embraces islam, christianity and buddhism just to be safe",satire
211,man reads entire online post before abusing author,satire
212,lebanon - man plots one or two war crimes to jumpstart career in politics,satire
214,mother mimics bombing sounds while feeding son to prepare him for future in the middle east,satire
216,man gives away daughter who lost hymen to scrap dealer,satire
217,activist asks court to reduce sentence from travel ban to execution,satire
218,"gog and magog, horrified by humans, retreat to underworld",satire
219,rt   dear funny friends and not-so-funny friends but who understand humour please follow this excellent satirical  paper…,satire
221,chimp anxious over possibility of ape to human evolution,satire
222,saudi authorities to charge   with terrorizing mbs,satire
223,"macron warns against defaming sacred symbols of secularism, such as himself",satire
225,bin salman embarrasses ksa in front of gulf countries by meeting with netanyahu in secret as if it's something to be ashamed of,satire
226,alhudood - confusing  mena intelligence services since 2013,satire
227,g20  g20riyadhsummit  g20saudiarabia,satire
228,g20  g20saudiarabia  g20riyadhsummit,satire
230,"g20saudiarabia - combatting corruption (in its arbitrary form, keeping it in the hands of one powerful leader)
 g20  g20summit  g20forall  g20riyadsummit",satire
231,"g20saudiarabia - promoting food security (compensating for creating the worst famine in modern time in  yemen)
 g20  g20summit  g20forall  g20riyadsummit",satire
232,g20saudiarabia - trade and investment cooperation (towards a booming weapons market)  g20  g20summit  g20forall,satire
233,g20saudiarabia - realizing opportunities in the 21st century for all &amp; opportunities in the dark ages for those who disobey mbs   g20  g20summit  g20forall,satire
234,g20riyadhsummit: realizing opportunities in the 21st century for all - &amp; opportunities in the dark ages for those who disobey mbs  g20saudiarabia  g20,satire
235,g20 2020 - the premier forum for international economic cooperation &amp; international disregard of human rights,satire
236,rt   leaders at g20 summit in riyadh to enjoy world-class entertainment by local political prisoners,satire
237,rt   onion-style arabic satirical  website launches english edition   by   on,satire
238,g20riyadhsummit - mbs orders investigation into prison that gave hunger striker loujain al-hathloul food in the first place,satire
239,muslims ignore  uighur plight as china may have killed a thousand muhammads but has yet to draw one,satire
240,this man’s chin is well-protected from coronavirus,satire
241,rt   coming soon: our interview with editor   editor   for free to find out about our latest publi…,satire
242,israel uproots freak palestinian village that appeared between two historic settlements,satire
243,"the legitimate us government has temporarily moved its headquarters to the 26th floor of trump tower in new york after democratic rebels broke into the white house late on saturday night, while trump remains in close contact with allies in the gulf and russia to retake washington",satire
244,saudi arabia launches operation swamp storm to restore legitimate government in washington,satire
245,"trump barricades self in white house, swallows key",satire
246,donald trump locks himself up inside the white house and swallows the key,satire
247,elections2020 - arabs await emergence of their new leader in tight us election race,satire
248,"“we are in contact with several palestinian families in jerusalem in order to convince them to voluntarily gather their belongings and displace themselves out of respect for our diplomatic brethren,” an idf spokesperson said.",satire
249,"a planned new embassy in tel aviv would only serve as a temporary diplomatic mission, until israel creates enough space in jerusalem by demolishing palestinian homes to build “a great monument to peace in our time.”",satire
250,uae to establish temporary embassy in tel aviv until palestinian homes cleared from jerusalem grounds,satire
251,"syria’s warring factions issued a joint statement warning that such incidents damaged their collective credibility: “we have exclusive jurisdiction over the death sector in syria, and younes’s act of dying without following the necessary procedures cannot be ignored”",satire
252,"""younes jallab passed away peacefully in his sleep, despite ample opportunities to starve or die of a lack of clean water or diabetes medication, or during hospital bombings. the septuagenarian also evaded heart attacks and mental breakdowns brought about by the war""",satire
255,"the man, whose name has been withheld to protect his identity, said he was shocked at fazoun’s indecency and lack of decorum. he blamed her family for failing to raise their daughter according to society’s traditions and values.",satire
256,"woman hurls insults at harasser, damaging public decency",satire
258,"coming soon..this year's aaaj (alhudood's award for arab journalism) - dedicated only to the best (i.e. the worst) of arab journalism, for ever-lowering their media standards.",satire
259,rt   as a big part of alhudood isn't just mocking politics and politicians but also the media; the propaganda machines those au…,satire
260,"mariam's mother nearly lost hope in her daughter, who repeatedly rejected suitors over absurd excuses such as continuing her education. 
she wishes the young man success, and luck finding more wives, as it will be difficult for him to be satisfied with a woman as old as mariam.",satire
261,catch glimpses of arab society with special features and success stories. in this piece we cover the story of a spinster finding a husband despite turning 24,satire
262,"rt   i wrote about alhudood and its inimitable founder,   for the guardian back in 2016, and over the past year have ha…",satire
263,"get the latest  s on human rights;
saudi arabia lifts ban on women dying without male guardian’s consent",satire
264,"check out special features;
egyptian commutes to work and back without being arbitrarily detained",satire
265,"keep up with our latest investigative reports;
revealed: 25,000 infants forced each day to take up arab citizenship",satire
266,now giving you the option to laugh at  from the arab world from a source funnier than anything provided by,satire
267,"we are, according to confidential sources, an organisation, a force, a movement, working hard in the pursuit of a future of some sort.",satire
268,"though we would not presume to define ourselves as artists, life in the arab world, which is equally overrated, often seeks to imitate us anyway.",satire
269,"now available in english, the second-best satirical  website in the middle east, only rivalled by russia today.",satire
270,anna paquin secured the 1993 oscar for best supporting actress despite not even being born yet.,satire
271,archaeological dig uncovers ancient race of skeleton people,satire
272,hollywood’s biggest stars explain why the oscars are still relevant,satire
273,eight-pound man removed from woman's vagina,satire
274,girl moved to tears by 'of mice and men' cliffs notes,satire
275,the onion's film critic reflects on the fact that virtually all this year's oscar nominees are his children.,satire
276,"acceptance speeches are a cornerstone of the academy awards ceremony and have provided their share of tears, laughter, and controversy over the years. the onion looks back at the most memorable oscars acceptance speeches of all time.",satire
277,"when she walked on stage to accept her 2013 oscar for best actress, the earth opened up and plunged a stunned jennifer lawrence into the fiery depths of hades, from which she never again returned to the realm of the living.",satire
278,oscars committee announces plan to shorten ceremony to single-millisecond flash of blinding white light,satire
280,area woman's baseless hatred of anne hathaway reciprocated,satire
281,hollywood’s biggest stars explain why the oscars are still relevant,satire
282,oscars officials warn only famous actors permitted to get political in acceptance speech,satire
284,longtime coffee shop employee thought customers would care more about his last day,satire
286,‘sesame street’ introduces first enigmatic muppet who has yet to reveal true intentions,satire
287,phone call with dad just watered-down version of phone call with mom,satire
288,hollywood’s biggest stars explain why the oscars are still relevant,satire
289,man scrambling to furnish apartment before date shows up,satire
290,groom admits bride could have looked a bit more radiant on wedding day,satire
291,woman’s parents accepting of mixed-attractiveness relationship,satire
292,it impossible to tell what sounds will freak out cat,satire
293,18-year-old miraculously finds soulmate in hometown,satire
294,"following the popularity of his published manifesto, the academy of motion picture arts and sciences invited ted kaczynski, also known as the unabomber, to host the 69th academy awards.",satire
295,"group of friends engage in passionate, incoherent discussion about current events",satire
298,hollywood’s biggest stars explain why the oscars are still relevant,satire
299,"find the thing you're most passionate about, then do it on nights and weekends for the rest of your life",satire
300,"hollywood's biggest night is marred this year by nepotism, given that every nominee is the child of the onion's film critic, including             and 82% of voting members.",satire
301,fourth-grader’s report on anacondas largely rehashes established research,satire
304,the onion film standard: oscars edition,satire
305,harvey weinstein threatens the entire crowd’s careers if they say anything about his sexual assaults,satire
306,the onion film standard: oscars edition,satire
307,hollywood’s biggest stars explain why the oscars are still relevant,satire
308,the onion looks back at the biggest oscars snubs in history.,satire
309,7-year-old apparently under impression everyone knows who the fuck aunt dee-dee is,satire
310,"with the viewership of the academy awards’ broadcast slipping by 35 million since 2000, the onion asked hollywood’s biggest stars to explain why the oscars are still relevant.",satire
311,mom casing grocery store ahead of big sale,satire
313,woman happy to have such good takeout places she can call when feeling low,satire
314,woman happy to have such good takeout places she can call when feeling low,satire
315,man uses weekend to make totally different mistakes than he did during workweek,satire
316,party evacuated following reports of host assembling some sort of activity,satire
317,nfl’s reinstatement of calvin ridley sponsored by fanduel,satire
319,notice: all onion store t-shirts are single-occupancy unless otherwise specified.,satire
320,norfolk southern ceo’s testimony cut short after train derails into capitol building,satire
321,netflix asks any men thinking of killing their families to just contact them directly first,satire
322,'scream vi': a film that deftly depicts the plight of stabbing-class americans.,satire
323,spacex crew member realizes he fired after being locked out of capsule,satire
324,"upset after the comedian and host made a joke about his wife, jada pinkett smith, will smith stormed onto the oscar stage and tugged chris rock off to shuddering climax.",satire
325,mcconnell hospitalized after fall at dinner event in d.c. hotel,satire
327,speaker at human genome editing conference just wants to know where colleagues stand before pulling curtain off giant cage,satire
328,aaron rodgers reflects on life choices after jets emerge as only potential suitor,satire
329,mitch mcconnell bankrupted by 3-day stay in hospital,satire
330,"‘there’s no rule that the controls have to be in the head,’ says giant robot operator piloting from crotch deck",satire
331,trump one-ups ron desantis by claiming he tortured more prisoners at guantánamo bay,satire
333,"throughout the years, the academy awards have had their share of shocking and scandalous moments. the onion examines the oscars’ biggest controversies of all time.",satire
335,could you pass the mental competency test for politicians over 75?,satire
337,new evidence finds christ used followers’ money on lavish fleet of private donkeys,satire
339,timid man gets little rush out of curtly replying ‘k’ to landlord,satire
340,man on vacation suddenly realizes no one feeding his hostages,satire
342,"strange, nightmarish incident results in man waking up as giant kafka",satire
344,still too early to tell if pulling chain turned overhead fan off,satire
345,area dad looking to get average phone call with adult son down to 47.5 seconds,satire
346,allowance to teach child importance of parental dependence,satire
347,overworked pajama bottoms pray owner gets job soon,satire
348,"hospitals will snap a photo of your group at the moment the baby crowns, then trying to soak you for $30 for one cheap glossy printout.",satire
349,woman who changed self to please boyfriend enjoying happy long-term relationship,satire
350,"you work hard for your money. now, hand it over.",satire
351,arkansas gov. huckabee sanders signs law rolling back child labor protections    whatdoyouthink?,satire
352,climate scientists announce earth doing pretty good today so you can take afternoon off and have fun,satire
353,men under 30 explain why they’re not having sex,satire
354,dog annoyed vet weighing her with jacket and boots still on,satire
355,grim reaper slows pace on sidewalk so as not to freak out woman walking ahead of him,satire
356,report: 50% of heaven’s population just assholes who begged for forgiveness at last second,satire
357,bored census bureau employee changes every ohio resident’s name to laura,satire
358,"congresswoman shirley chisholm needed a sitcom. see more on  historyoftheworldpart2, all episodes now streaming only on hulu  sponsored",satire
359,the onion looks at the pros and cons of banning books.,satire
361,the growing scourge of ai? someone wrote an ethnic slur on a roomba,satire
362,ron desantis oversees program offering florida students free force-fed meals,satire
363,"as if giving birth wasn’t traumatizing enough, just wait until you see the hospital bill. according to doctors, patients, and debt collectors alike, these are the biggest hidden costs of giving birth in america.",satire
364,ski resort increases black diamond difficulty by placing snipers along trail,satire
365,toblerone drops iconic design due to rules on ‘swissness’    whatdoyouthink?,satire
366,study finds most effective method of overcoming procrastination having overseer beat you whenever you stop working,satire
367,area man outraged his private information being collected by someone other than advertisers,satire
368,man wonders if speeding ticket just karma for going 120 mph,satire
369,study reveals that girls who play princess grow up with skewed perceptions of the role of modern monarchy in a democratic society,satire
370,"congress approves 19th amendment (june 4, 1919): men in congress pass the women’s suffrage amendment after totally coming up with the whole idea on their own.",satire
371,woman on third level of purgatory tired of being passed over for advancement by less penitent men,satire
372,"""after logging onto youtube and absentmindedly scrolling through a series of recommended videos made by prominent influencers, vloggers, and podcast hosts, i, malala yousafzai, formally renounce my affiliation with the feminist ideology.""",satire
373,increasing number of men pressured to accept realistic standards of female beauty,satire
375,woman shows hairstylist example of haircut she wants,satire
377,avoid looking back on your deathbed and wishing you'd spent more time accumulating material possessions. carpe diem. shop the onion store today.,satire
378,"women allowed to see sunlight for first time (july 24, 1812): though many were left blind from years of living underground, they still cheered after feeling the warmth of the sun on their skin for the first time ever.",satire
379,covid-paranoid man still won’t remove ventilator,satire
380,it’s sad to think that this country may be so backwards that there are some people who don’t even consider this a possibility.,satire
381,democrats demand republicans push anti-trans agenda more quietly,satire
382,first woman born (1703): this is the moment that kicked it all off.,satire
383,walgreens announces stores won’t sell abortion pills in 21 gop-led states,satire
384,general grant knew how to party like it was 1865. see more on  historyoftheworldpart2 now streaming only on hulu  sponsored,satire
386,international women’s day celebrated with small note on office whiteboard,satire
388,"the misogyny interwoven into our patriarchal society harms men, too",satire
389,"the misogyny interwoven into our patriarchal society harms men, too —",satire
390,"the misogyny interwoven into our patriarchal society harms men, too",satire
391,subscribe to our  letter for the latest from the most influential media empire human civilization has ever seen.,satire
392,"i am no longer a feminist after watching some youtube videos 
by malala yousafzai",satire
393,history of the women’s rights movement,satire
396,female ceos share what it took to get to the top,satire
397,"on this international women’s day, the onion devotes its sterling reportage to championing women—a small but influential sliver of the nation’s population—in an endeavor to prevent them from vanishing from the public consciousness entirely.",satire
398,we need a woman on top of the white house,satire
400,special coverage: international women's day,satire
401,kellyanne and george conway announce divorce    whatdoyouthink?,satire
402,career-driven man beginning to worry entire identity no longer tied to job,satire
